Year,DOY,HHMM,u_1[cm3 s-1],u_2[cm3 s-1],u_3[cm3 s-1],u_4[cm3 s-1],u_5[cm3 s-1],u_6[cm3 s-1],u_7[cm3 s-1],u_8[cm3 s-1],u_9[cm3 s-1],u_10[cm3 s-1],u_11[cm3 s-1],u_12[cm3 s-1],u_mean[cm3 s-1],u_mean[mm s-1],u_mean[W m-2],u_mean[kgm-2s-1],u_mean[?],u_mean[mm d-1]
2022,103,850,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1050,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1320,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1550,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1620,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1650,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1820,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1850,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,103,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,103,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,103,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,103,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,103,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,103,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,103,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,103,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,103,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,103,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,104,550,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,104,620,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,104,650,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,104,720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,104,750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,104,820,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,104,850,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,104,920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,104,950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,104,1020,0.127350705,0.07286831,0.064268958,0.030044959,0.166590667,0.071558894,0.276346815,0.124101913,0.043310825,0.067084752,NaN,0.244985656,0.117137496,0.101728058,253.8115054,0.000101567,8.77542812,0.182821419
2022,104,1050,0.134204547,0.097467443,0.075223473,0.022305761,0.195591658,0.059800118,0.32848486,0.134232962,0.041546837,0.073446919,NaN,0.28999027,0.132026804,0.114658678,286.0734024,0.000114575,9.899269485,0.206234781
2022,104,1120,0.1397674,0.09734245,0.091414499,0.033772271,0.24960552,0.059831259,0.276262471,0.14020069,0.048091286,0.078058681,NaN,0.34902762,0.142124923,0.123428389,307.9538304,0.00012334,10.65654009,0.222011252
2022,104,1150,0.141214087,0.124235899,0.123440687,0.036393448,0.301863818,0.060824703,0.266625496,0.14635514,0.057501593,0.094427826,NaN,0.355844122,0.155338802,0.134903982,336.5854358,0.000134844,11.65054719,0.242719733
2022,104,1220,0.139879271,0.160444556,0.172066625,0.059797752,0.304781777,0.070627643,0.268289242,0.161835985,0.067414854,0.107515504,NaN,0.416767921,0.175401921,0.152327798,380.0578565,0.000152299,13.15863882,0.274138309
2022,104,1250,0.179862504,0.233431113,0.271603397,0.130924601,0.329200114,0.102757266,0.333442867,0.209097391,0.095261736,0.150757829,NaN,0.516777348,0.23210147,0.201568521,502.9134608,0.000201608,17.41891262,0.362894013
2022,104,1320,0.206480194,0.287748923,0.279110505,0.174926612,0.35264006,0.124440641,0.386342454,0.274889887,0.115433313,0.17436393,NaN,0.612105346,0.27168017,0.235940643,588.671905,0.000236008,20.39111506,0.424814897
2022,104,1350,0.224804874,0.3377412,0.140720587,0.183655229,0.341785565,0.136618791,0.401019853,0.303274305,0.12828387,0.191961936,NaN,0.707343785,0.281564545,0.244524729,610.0891994,0.000244681,21.14044498,0.440425937
2022,104,1420,0.281203387,0.35012381,0.096550053,0.250296831,0.342762696,0.160849083,0.439438101,0.297091295,0.147562758,0.219776614,NaN,0.84346363,0.311738023,0.270728886,675.4685717,0.000270952,23.41021899,0.487712896
2022,104,1450,0.333376853,0.387138266,0.194683528,0.247865663,0.263317999,0.179601885,0.369473619,0.349559054,0.181306765,0.249082959,NaN,1.104968934,0.35094323,0.304776648,760.4177361,0.000305013,26.35315482,0.549024059
2022,104,1520,0.208675663,0.302243045,0.157658347,0.139204488,0.203993679,0.143103399,0.260876254,0.276402783,0.142016795,0.194863876,NaN,0.750320896,0.25266902,0.219430411,547.4788746,0.000219498,18.96466661,0.395097221
2022,104,1550,0.202240527,0.279909733,0.187045995,0.198190418,0.216004419,0.138110322,0.192820176,0.216454667,0.138251493,0.178417706,NaN,0.717058792,0.242227659,0.210362611,524.8547132,0.000210166,18.15837456,0.37829947
2022,104,1620,0.132302494,0.201180564,0.144639496,0.140489306,0.152851099,0.100462695,0.218236013,0.137042664,0.109086447,0.135878428,NaN,0.58153886,0.186700733,0.162140252,404.539928,0.000161991,13.99603976,0.291584162
2022,104,1650,0.104434266,0.155070397,0.110902389,0.126212254,0.116793853,0.097373593,0.199996699,0.124834616,0.098545352,0.10904771,NaN,0.617434998,0.169149648,0.146898012,366.510539,0.000146697,12.67458323,0.264053817
2022,104,1720,0.082705812,0.113460406,0.068015171,0.073250225,0.08264133,0.066985613,0.138954139,0.094060408,0.074034706,0.087036382,NaN,0.374536321,0.114152774,0.099135977,247.3442615,9.90E-05,8.556416188,0.178258671
2022,104,1750,0.062500353,0.07910858,0.045520882,0.061818918,0.064006994,0.059360468,0.102338112,0.054392541,0.055965208,0.07217827,NaN,0.271559411,0.084431794,0.073324792,182.9453555,7.32E-05,6.323365136,0.131736774
2022,104,1820,0.043139813,0.045342051,0.029896503,0.046390973,0.042285279,0.033663231,0.07862806,0.041742563,0.039105584,0.04659369,NaN,0.179587687,0.056943221,0.049452341,123.3835896,4.93E-05,4.262293224,0.088797775
2022,104,1850,0.042184525,0.039101525,0.032893032,0.055876354,0.034236434,0.034506597,0.061063253,0.032945805,0.035198161,0.046583712,NaN,0.172482796,0.053370199,0.04634935,115.6416276,4.62E-05,3.991520751,0.083156682
2022,104,1920,0.011251695,0.007399759,0.006497752,0.015129512,0.008368352,0.009100631,0.016706932,0.008219243,0.009423447,0.012162809,0,0.039694628,0.01199623,0.010418126,25.99322417,1.04E-05,0.896976678,0.018687014
2022,104,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,104,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,520,0.038276655,0.027716714,0.088901461,0.100761982,0.084296327,0.021811801,0.134079984,0.023723769,0.058495461,0.027399668,NaN,0.047668719,0.059375686,0.051564814,128.6542116,5.12E-05,4.420636754,0.092096599
2022,105,550,0.081986459,0.063379437,0.111095068,0.152286785,0.121268812,0.030470981,0.180515313,0.021690468,0.087763297,0.063197178,NaN,0.132836982,0.095135525,0.082620447,206.1380153,8.19E-05,7.073968412,0.147374342
2022,105,620,0.112960058,0.067517553,0.111483318,0.132623957,0.128726117,0.024619358,0.213325996,0.024149537,0.087220258,0.079269214,NaN,0.200204234,0.1074636,0.093326763,232.8502743,9.26E-05,7.998270802,0.166630642
2022,105,650,0.074969815,0.047359765,0.062764059,0.072447212,0.101737657,0.01295229,0.176122895,0.02862637,0.062741164,0.052350301,NaN,0.10530484,0.072488761,0.062952864,157.0673962,6.26E-05,5.406175904,0.112628665
2022,105,720,0.042315934,0.030699839,0.040296401,0.010967158,0.08552431,0.004209429,0.180326787,0.045952748,0.042286753,0.015763953,NaN,0.061699018,0.050912939,0.044215342,110.317278,4.40E-05,3.805716508,0.079285761
2022,105,750,0.046566337,0.039528873,0.025678278,NaN,0.044241737,0.013013377,0.208373897,0.044851144,0.038312974,0.010061746,NaN,0.060728365,0.053135673,0.046145675,115.1334591,4.60E-05,3.976559686,0.082844993
2022,105,820,0.111838241,0.062258575,0.04592395,NaN,0.066144498,0.048396889,0.187160636,0.069265738,0.060975235,0.029803467,NaN,0.099595598,0.078136283,0.067857455,169.3043497,6.77E-05,5.852149884,0.121919789
2022,105,850,0.041532662,0.060770664,0.052104789,NaN,0.058247018,0.042708128,0.192378848,0.078412268,0.050032413,0.040840599,NaN,0.106537794,0.072356518,0.062838018,156.7808557,6.27E-05,5.420974446,0.112936968
2022,105,920,0.013965561,0.035729752,0.020104571,NaN,0.061496798,0.080252968,0.403748236,0.094893103,0.03221015,0.007537472,NaN,0.091908842,0.084184745,0.073110242,182.4100542,7.30E-05,6.310255385,0.131463654
2022,105,950,0.057264434,0.032351708,0.009608501,NaN,0.04026314,0.084968111,0.305637919,0.14326677,0.032350861,0.007092978,NaN,0.077322155,0.079012658,0.068618543,171.2032639,6.86E-05,5.926801255,0.123475026
2022,105,1020,0.069619991,0.031389654,0.00605724,NaN,0.038137762,0.076041272,0.219333964,0.110398838,0.031392068,0.021550933,NaN,0.096757755,0.070067948,0.060850509,151.8220206,6.09E-05,5.25844481,0.109550934
2022,105,1050,0.066559693,0.019893666,0.001102595,NaN,0.02600907,0.062575773,0.117359357,0.076039375,0.021803632,0.025752665,NaN,0.143285948,0.056038177,0.048666355,121.4225557,4.87E-05,4.206378057,0.087632876
2022,105,1120,0.060455733,0.021416127,0.000774862,NaN,0.04087939,0.055492385,0.090826404,0.066119369,0.008647874,0.033925374,NaN,0.237580646,0.061611817,0.053506782,133.4994212,5.36E-05,4.627421223,0.096404609
2022,105,1150,0.087213367,0.059439673,0.001751948,NaN,0.136525843,0.074689001,0.090781817,0.097279262,0.009615374,0.065180022,NaN,0.375934455,0.099841076,0.086706983,216.3339215,8.69E-05,7.503847959,0.156330166
2022,105,1220,0.106054437,0.119222796,0.00955501,NaN,0.210068225,0.096491259,0.089488387,0.14298151,0.009799991,0.096740909,NaN,0.506038768,0.138644129,0.120405494,300.4117075,0.000120677,10.42651428,0.217219048
2022,105,1250,0.153274476,0.19368741,0.081125038,0.042710211,0.25501498,0.127179133,0.132460342,0.161854405,0.009175895,0.14892665,NaN,0.683774091,0.180834785,0.157045969,391.829692,0.000157451,13.6037826,0.283412138
2022,105,1320,0.195188326,0.310606763,0.17148629,0.06858277,0.324591112,0.162084859,0.223602636,0.273455756,0.052150734,0.194958482,NaN,0.937048812,0.264886958,0.230041079,573.9524918,0.000230689,19.93157241,0.415241092
2022,105,1350,0.167813871,0.300565465,0.135550078,0.111091638,0.29189801,0.145923588,0.247266586,0.222078414,0.0634273,0.176199393,NaN,0.959739236,0.256504871,0.222761655,555.7903296,0.000223363,19.29855323,0.402053192
2022,105,1420,0.239121507,0.351303599,0.100460373,0.187749919,0.331690607,0.163698481,0.367808039,0.287736417,0.091767379,0.189270532,NaN,1.139410373,0.31363793,0.27237886,679.5852556,0.000273306,23.61364853,0.491951011
2022,105,1450,0.222550538,0.353064297,0.153188979,0.227162191,0.244119715,0.191897616,0.412418023,0.302727715,0.129368842,0.226038975,NaN,1.287596143,0.340921185,0.296073003,738.7021429,0.000296984,25.65944381,0.534571746
2022,105,1520,0.244256537,0.422618415,0.210132729,0.183741056,0.253943668,0.279632885,0.709779349,0.464605674,0.169858478,0.279167022,NaN,1.195387103,0.401192992,0.348416054,869.2980552,0.000349807,30.22334323,0.629652984
2022,105,1550,0.259006801,0.436630664,0.273478835,0.323948781,0.33910747,0.291658975,0.799504499,0.26059188,0.235259141,0.295080598,NaN,1.269523464,0.434890101,0.377680308,942.3123681,0.000379207,32.76348478,0.6825726
2022,105,1620,0.200906599,0.448750569,0.233711394,0.34039923,0.233005489,0.28874222,1.135045009,0.226601123,0.297651033,0.279025008,NaN,1.28435378,0.451653769,0.392238715,978.6355948,0.000393631,34.00975414,0.708536544
2022,105,1650,0.185541775,0.343911652,0.216962132,0.453829128,0.192792071,0.294351699,1.415631443,0.238975386,0.359865668,0.277541174,NaN,1.896801237,0.534200306,0.463926256,1157.496008,0.000465877,40.25180836,0.838579341
2022,105,1720,0.149618383,0.27497145,0.16247887,0.331809116,0.132502974,0.205777081,0.881305315,0.197092736,0.34682814,0.218469023,NaN,2.134617381,0.457770043,0.397550394,991.888232,0.000399149,34.48643254,0.718467345
2022,105,1750,0.118270031,0.210955998,0.123489256,0.238590683,0.10575216,0.130489101,0.504907085,0.13724367,0.280555475,0.176522391,NaN,1.49406058,0.320076039,0.277970036,693.5352401,0.000278943,24.10067561,0.502097408
2022,105,1820,0.080902531,0.136496355,0.092457968,0.155846041,0.076532235,0.088258841,0.345241047,0.092354539,0.203562765,0.128286194,NaN,1.040481996,0.22185641,0.192671199,480.7146423,0.000193184,16.69111164,0.347731493
2022,105,1850,0.057656406,0.08157613,0.068814429,0.109811696,0.054297314,0.058242677,0.29027743,0.058375205,0.149462518,0.088661786,NaN,0.709795785,0.156997398,0.13634439,340.1792533,0.000136587,11.80107684,0.245855768
2022,105,1920,0.050685393,0.053706177,0.04574696,0.078714253,0.029640335,0.042996742,0.2131531,0.047844483,0.110729369,0.059095184,NaN,0.434910258,0.106111114,0.092152197,229.9197313,9.23E-05,7.970459959,0.166051249
2022,105,1950,0.037321197,0.029167405,0.01615291,0.067994475,0.006714825,0.027007461,0.135644093,0.034230641,0.077468516,0.036525463,NaN,0.275450375,0.067607033,0.058713328,146.4897524,5.87E-05,5.073332815,0.105694434
2022,105,2020,0.031867892,0.014324215,0.009724147,0.058581399,0.004333613,0.018828448,0.114097573,0.015225344,0.055392039,0.026811755,NaN,0.188863994,0.048913674,0.042479081,105.9853058,4.24E-05,3.666046279,0.076375964
2022,105,2050,0.02858709,0.011150761,0.008295976,0.056401637,0.001337972,0.017748423,0.088960862,0.009469371,0.042467312,0.024866113,NaN,0.138149436,0.038857723,0.03374599,84.19624399,3.37E-05,2.910496499,0.060635344
2022,105,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,105,2250,0.014281757,0.006962712,0.009292411,0.018189978,0.005643672,0.011589189,0.031002057,0.004246319,0.009960294,0.01231673,0,0.038423647,0.013492397,0.011717472,29.23509315,1.17E-05,1.009707278,0.021035568
2022,105,2320,0.02690724,0.011666358,0.019144464,0.044371542,0.005883575,0.020655024,0.059987039,0.006798258,0.021513284,0.023033231,NaN,0.069904358,0.028169488,0.024463792,61.03716133,2.44E-05,2.109410418,0.04394605
2022,105,2350,0.005922326,0.002572676,0.003495296,0.008272481,0.001768137,0.005256207,0.01155119,0.000979154,0.005309109,0.005044576,0,0.012854306,0.005252121,0.004561205,11.38020608,4.55E-06,0.393193961,0.008191541
2022,106,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,106,50,0.017333782,0.005703396,0.010344461,0.02289795,0.005648678,0.010959829,0.048511899,0.001468918,0.011197772,0.010386622,NaN,0.047949266,0.017491143,0.015190183,37.8995072,1.51E-05,1.307987173,0.027249733
2022,106,120,0.015243095,0.004539924,0.010113433,0.023690048,0.004635428,0.011293991,0.044221639,0.001042732,0.01087737,0.009916081,NaN,0.036118991,0.01560843,0.013555141,33.82007718,1.35E-05,1.166948657,0.02431143
2022,106,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,106,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,106,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,106,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,106,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,106,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,106,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,106,520,0.008400239,0.003250188,0.006417742,0.01125742,0.009900809,0.006364851,0.005815009,0.017852092,0.00501585,0.002708167,NaN,0.020811764,0.008890376,0.007720847,19.26351231,7.69E-06,0.664058002,0.013834542
2022,106,550,0.005321952,0.000501685,0.005263111,0.004908889,0.007426994,0.002910578,0.006575376,0.015463879,0.003377806,0.000300999,NaN,0.00804623,0.005463409,0.004744697,11.83802008,4.72E-06,0.408109639,0.008502284
2022,106,620,0.005540489,0.00092513,0.001213611,0.012376915,0.005117443,0.004691728,0.002195423,0.013157325,0.002806473,0.001711531,NaN,0.004596754,0.004939348,0.004289576,10.7024931,4.27E-06,0.368972237,0.007686922
2022,106,650,0.00174574,NaN,0.001191193,0.000982456,0.008100763,0.002100811,0.018048705,0.014988072,0.00087859,NaN,NaN,NaN,0.006004541,0.005214644,13.01053659,5.19E-06,0.448673538,0.009347365
2022,106,720,0.000938715,NaN,0.001249219,0.000357101,0.006599215,0.001828403,0.02174782,0.016916228,0.000682203,NaN,NaN,NaN,0.006289863,0.005462432,13.62876692,5.44E-06,0.470125094,0.009794273
2022,106,750,NaN,NaN,0.000989701,NaN,0.007081667,NaN,0.040362847,0.015367367,0.001005222,NaN,NaN,NaN,0.012961361,0.011256294,28.08445297,1.12E-05,0.969535631,0.020198659
2022,106,820,NaN,NaN,NaN,NaN,0.009897987,NaN,0.047941394,0.014805323,0.004773836,NaN,NaN,0.018701159,0.01922394,0.016695031,41.65410134,1.66E-05,1.438359981,0.029965833
2022,106,850,NaN,NaN,NaN,NaN,0.013879523,NaN,0.013429723,0.007133348,0.001387972,NaN,NaN,0.020022814,0.011170676,0.009701173,24.20442744,9.67E-06,0.835810961,0.017412728
2022,106,920,NaN,NaN,NaN,NaN,0.018087051,NaN,0.018173426,0.000641932,0.000411033,NaN,NaN,0.02314787,0.012092263,0.010501525,26.20130582,1.05E-05,0.905090458,0.018856051
2022,106,950,NaN,NaN,NaN,NaN,0.02040504,NaN,0.048564517,0.002237602,0.00127077,NaN,NaN,0.024786207,0.019452827,0.016893808,42.15005038,1.69E-05,1.455944857,0.030332185
2022,106,1020,NaN,NaN,NaN,NaN,0.022276517,NaN,0.024208637,0.009063555,0.001015511,NaN,NaN,0.01272865,0.013858574,0.012035479,30.02851892,1.20E-05,1.038050387,0.02162605
2022,106,1050,NaN,NaN,NaN,NaN,0.027579226,NaN,0.024148128,0.009421951,0.001052538,NaN,NaN,0.020681106,0.01657659,0.014395939,35.91786865,1.44E-05,1.242648863,0.025888518
2022,106,1120,NaN,NaN,NaN,NaN,0.037703152,NaN,0.039096594,0.008252997,0.001949047,NaN,NaN,0.02696675,0.022793708,0.019795195,49.38901244,1.98E-05,1.710228013,0.03562975
2022,106,1150,0.003967058,NaN,NaN,NaN,0.057759796,0.001930235,0.038819487,0.007623095,0.005371365,0.00258682,NaN,0.128948008,0.030875733,0.02681403,66.9010054,2.67E-05,2.310834859,0.048142393
2022,106,1220,0.002397695,NaN,NaN,NaN,0.048095015,0.003665805,0.053284105,0.006958948,0.00109446,4.62E-05,NaN,0.059579427,0.021890205,0.019010548,47.43131843,1.90E-05,1.640341937,0.03417379
2022,106,1250,0.008032292,0.001113674,0.004225373,0.004776657,0.04556738,0.006175053,0.041782811,0.01975914,0.005588687,0.008502137,NaN,0.109011683,0.023139535,0.020095529,50.13834571,2.00E-05,1.731755801,0.036078246
2022,106,1320,0.003789538,NaN,NaN,NaN,0.032892546,NaN,0.053333423,0.015671328,0.001070742,0.006177271,NaN,0.029710191,0.020377863,0.017697155,44.15440166,1.77E-05,1.525343816,0.031777996
2022,106,1350,0.004421399,NaN,NaN,NaN,0.052774609,NaN,0.061656773,0.012825303,0.003618927,0.006713157,NaN,0.05368584,0.027956573,0.024278885,60.57581923,2.43E-05,2.095745476,0.043661364
2022,106,1420,0.034502005,0.028458305,0.010106418,0.02123858,0.068377086,0.035376785,0.10105275,0.055394343,0.023764683,0.03087562,NaN,0.217818206,0.056996798,0.049498869,123.4996792,4.94E-05,4.269007121,0.088937648
2022,106,1450,0.03934902,0.015381138,0.016551779,0.023268959,0.053573793,0.032304925,0.091138059,0.032829363,0.019280559,0.034869638,NaN,0.137621892,0.045106284,0.039172552,97.73551822,3.91E-05,3.374692996,0.070306104
2022,106,1520,0.029558425,0.015526274,0.013659118,0.016114668,0.063408105,0.037942323,0.085517932,0.057214606,0.018458965,0.032106984,NaN,0.137737923,0.046113211,0.040047018,99.91731051,4.00E-05,3.454160828,0.071961684
2022,106,1550,0.021691571,0.022280713,0.017799317,0.015309806,0.057687802,0.029178942,0.074967296,0.032432326,0.015251265,0.022213331,NaN,0.147593286,0.041491423,0.036033226,89.90289997,3.60E-05,3.107686644,0.064743472
2022,106,1620,0.021184723,0.015670493,0.015982881,0.015558695,0.052077124,0.028070895,0.072422165,0.027529146,0.022166108,0.025978864,NaN,0.115862911,0.037500364,0.032567191,81.25514211,3.25E-05,2.808842686,0.058517556
2022,106,1650,0.016594792,0.012704265,0.01634718,0.015296022,0.038220843,0.022277598,0.077979844,0.020377834,0.01780869,0.021326758,NaN,0.108768215,0.033427458,0.029030076,72.43004029,2.90E-05,2.502945054,0.052144689
2022,106,1720,0.011597986,0.009136512,0.018443364,0.010739092,0.035182505,0.020494504,0.147583021,0.021615231,0.016037481,0.016862483,NaN,0.197409825,0.045918364,0.039877803,99.49511883,3.98E-05,3.440261532,0.071672115
