Year,DOY,HHMM,u_1[cm3 s-1],u_2[cm3 s-1],u_3[cm3 s-1],u_4[cm3 s-1],u_5[cm3 s-1],u_6[cm3 s-1],u_7[cm3 s-1],u_8[cm3 s-1],u_9[cm3 s-1],u_10[cm3 s-1],u_11[cm3 s-1],u_12[cm3 s-1],u_mean[cm3 s-1],u_mean[mm s-1],u_mean[W m-2],u_mean[kgm-2s-1],u_mean[?],u_mean[mm d-1]
2022,149,650,0.007822293,0.013247953,0.030763631,0.00780667,0.019806718,0.001953266,0.023906663,0.006565048,0.014102026,0.024891645,NaN,0.084958036,0.021438541,0.018618301,46.4526607,1.87E-05,1.612563499,0.033595073
2022,149,720,0.018902052,0.023886702,0.058871396,0.024794861,0.046479555,0.001925064,0.044873259,0.020658878,0.028016639,0.038536837,NaN,0.157992221,0.042267042,0.036706813,91.58349793,3.68E-05,3.180649397,0.066263529
2022,149,750,0.031773706,0.036579528,0.081024323,0.037531584,0.057024996,0.002947858,0.057431354,0.033245909,0.041697868,0.048445281,NaN,0.243018538,0.060974631,0.052953419,132.1187797,5.31E-05,4.590753542,0.095640699
2022,149,820,0.049383466,0.052379167,0.10991141,0.046521778,0.066772472,0.006012293,0.074970491,0.050799372,0.059229885,0.067335277,NaN,0.319762516,0.082098012,0.071298018,177.8885554,7.16E-05,6.182461311,0.128801277
2022,149,850,0.075408692,0.07955247,0.172483963,0.073613684,0.121328814,0.014321362,0.104852344,0.081848285,0.094145761,0.094975351,NaN,0.448432349,0.123723916,0.107448035,268.0828468,0.00010787,9.320008638,0.194166847
2022,149,920,0.116744524,0.112180297,0.2159595,0.100800376,0.132412859,0.029376631,0.12329391,0.116306545,0.137338812,0.124378038,NaN,0.520632437,0.157220357,0.136538019,340.6623577,0.000137094,11.84488383,0.246768413
2022,149,950,0.135685404,0.130232003,0.219775754,0.118728137,0.149676902,0.039546621,0.13541917,0.140845239,0.156722825,0.132383264,NaN,0.62587031,0.180444148,0.15670672,390.9832674,0.000157346,13.59471393,0.283223207
2022,149,1020,0.166858736,0.157251503,0.232228003,0.121739205,0.160824241,0.054799145,0.149259563,0.158952976,0.179082677,0.14925114,NaN,0.602479056,0.193884204,0.168378737,420.1049489,0.000169167,14.6160137,0.304500286
2022,149,1050,0.225033251,0.194220781,0.289600509,0.141120326,0.192527504,0.081589201,0.186944255,0.199971574,0.230329234,0.190138309,NaN,0.641271074,0.233886002,0.203118298,506.7801539,0.000204181,17.64122947,0.367525614
2022,149,1120,0.246259439,0.218181929,0.308910565,0.155110728,0.224996131,0.106360049,0.213069495,0.235218634,0.272625965,0.213588181,NaN,0.654295988,0.258965191,0.22489832,561.1213089,0.00022609,19.53417986,0.406962081
2022,149,1150,0.277815009,0.249894396,0.327577514,0.174686305,0.24468563,0.127564535,0.225303931,0.29240419,0.29813304,0.226583876,NaN,0.69485241,0.285409167,0.247863591,618.4196598,0.00024917,21.52828348,0.448505906
2022,149,1220,0.314831391,0.286547569,0.366680682,0.200795081,0.267992946,0.155846467,0.261734365,0.310324393,0.334607362,0.256229634,NaN,0.794465388,0.322732298,0.280276864,699.2907757,0.000281904,24.35647409,0.507426544
2022,149,1250,0.333330715,0.308378013,0.371959942,0.192310159,0.277786715,0.189716501,0.268157081,0.33638517,0.374346811,0.289527498,NaN,0.88000152,0.347445466,0.301739015,752.8388419,0.000303654,26.23568713,0.546576815
2022,149,1320,0.341640639,0.323972858,0.353137419,0.219161384,0.339480985,0.205598464,0.276620028,0.350275488,0.39487493,0.309224081,NaN,0.90094527,0.364993777,0.316978845,790.8622194,0.000318928,27.55540822,0.574071005
2022,149,1350,0.360789379,0.362366525,0.279521854,0.285012093,0.325111764,0.229087802,0.278016193,0.310886833,0.414759836,0.321086348,NaN,0.922367715,0.371727849,0.322827051,805.4534914,0.000324824,28.06478408,0.584683002
2022,149,1420,0.290624342,0.28721487,0.247511871,0.245041136,0.258891097,0.196103583,0.160911943,0.287764517,0.346290843,0.268767217,NaN,0.6990309,0.298922938,0.259599625,647.7010656,0.000260893,22.54113504,0.46960698
2022,149,1450,0.230661623,0.238204635,0.221278263,0.21865666,0.18866418,0.136828418,0.094648744,0.240429507,0.263326778,0.200462597,NaN,0.707159393,0.249120073,0.216348327,539.789076,0.000217363,18.78015806,0.391253293
2022,149,1520,0.299883446,0.301283873,0.265103997,0.233176528,0.252600405,0.151839355,0.096383048,0.264492898,0.360364061,0.207488469,NaN,0.707217008,0.285439372,0.247889822,618.4851066,0.000249177,21.52886227,0.448517964
2022,149,1550,0.387192993,0.307590259,0.297893448,0.28455997,0.367441484,0.230441619,0.171483845,0.295183742,0.495760497,0.288124925,NaN,0.837667521,0.360303664,0.312905717,780.6997641,0.000314496,27.17247302,0.566093188
2022,149,1620,0.326461432,0.279162487,0.288035121,0.362337309,0.227559396,0.192105202,0.199603257,0.256379478,0.520398621,0.300551186,NaN,0.964666531,0.356114547,0.309267679,771.6228582,0.000310645,26.83975591,0.559161581
2022,149,1650,0.285362758,0.239471161,0.278029843,0.372893325,0.357907126,0.170514129,0.24143763,0.219646051,0.410289718,0.261732955,NaN,0.877811711,0.337736037,0.293306861,731.8006192,0.000294652,25.45797477,0.530374474
2022,149,1720,0.344814478,0.216603022,0.241460321,0.329192917,0.261727242,0.143440115,0.180417493,0.194026632,0.346293119,0.261631534,NaN,0.87025809,0.308169542,0.267629839,667.7364482,0.000268829,23.22681968,0.483892077
2022,149,1750,0.257368031,0.174362142,0.21984552,0.277074931,0.109720874,0.128190593,0.169359611,0.128222785,0.278452147,0.244903801,NaN,0.646845154,0.239485963,0.207981584,518.9140525,0.000208736,18.03474778,0.375723912
2022,149,1820,0.200514693,0.122641703,0.169942956,0.216082827,0.109315585,0.089240809,0.150770319,0.080320397,0.192041602,0.189428624,NaN,0.458849559,0.179922643,0.156253819,389.8532795,0.000156735,13.54191351,0.282123198
2022,149,1850,0.202402336,0.097472875,0.140141487,0.186254983,0.064257066,0.071255243,0.118495146,0.074622997,0.144071159,0.14923112,NaN,0.358534694,0.146067191,0.126852052,316.4958707,0.000127282,10.99715024,0.229107297
2022,149,1920,0.16831793,0.080529002,0.122415168,0.188070044,0.060051089,0.063339386,0.101224758,0.055379843,0.110700047,0.126582371,NaN,0.318442608,0.126822931,0.110139375,274.7977401,0.0001104,9.53853373,0.198719453
2022,149,1950,0.125908561,0.058134836,0.099806393,0.158729802,0.076660468,0.052574831,0.099034103,0.050170274,0.078894392,0.096917652,NaN,0.331554994,0.111671482,0.096981099,241.9678418,9.71E-05,8.39359306,0.174866522
2022,149,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,149,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,149,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,149,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,149,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,149,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,149,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,149,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,150,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,150,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,150,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,150,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,150,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,150,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,150,420,0.002449506,0.000722795,0.000542574,0.008525602,0.003468271,0.000790531,0.000737403,0.003237757,9.51E-07,6.80E-06,NaN,0.004516041,0.002272566,0.00197361,4.924156905,1.98E-06,0.170725107,0.003556773
2022,150,450,0.003906343,0.001767147,0.001204109,0.011825095,0.012853841,0.00217808,0.00297233,0.0096531,0.000664865,0.000722937,NaN,0.008892354,0.005149109,0.004471744,11.15700105,4.48E-06,0.386864581,0.008059679
2022,150,520,0.00218538,0.001843454,0.001949964,0.006573855,0.016772955,0.001136274,0.003958772,0.012811169,0.000986306,0.001204992,NaN,0.00781515,0.005203479,0.004518962,11.27480903,4.53E-06,0.391114574,0.00814822
2022,150,550,0.000551685,0.003315005,0.011134486,0.002110024,0.015256949,0.000598405,0.012750096,0.011703365,0.005061998,0.003628057,NaN,0.024333063,0.008222103,0.007140485,17.8155109,7.16E-06,0.618278759,0.012880807
2022,150,620,0.025887172,0.038148647,0.101973173,0.00889497,0.030458397,0.00302075,0.036160733,0.01769641,0.02019174,0.017528761,NaN,0.100735718,0.036426952,0.031634986,78.92929092,3.17E-05,2.74099926,0.057104151
2022,150,650,0.103762408,0.071590137,0.259636272,0.053112559,0.075599146,0.008385504,0.100573038,0.050290736,0.062568468,0.058237688,NaN,0.252654572,0.099673684,0.086561611,215.9712196,8.69E-05,7.506282007,0.156380875
2022,150,720,0.211599254,0.136228244,0.366108508,0.105235543,0.146664509,0.031667735,0.154537665,0.161098953,0.16099232,0.111335107,NaN,0.459364435,0.185893843,0.161439508,402.7915722,0.000162015,13.9980726,0.291626512
2022,150,750,0.190494958,0.187242342,0.344209202,0.125978325,0.267174872,0.107007057,0.177550493,0.185136997,0.199808059,0.14640544,NaN,0.618795061,0.231800255,0.201306931,502.2607938,0.000202113,17.46256534,0.363803444
2022,150,820,0.262907954,0.217266118,0.348352695,0.149542373,0.29261747,0.147561763,0.181937931,0.354316262,0.274943054,0.170519382,NaN,0.665337954,0.278663905,0.242005668,603.8041426,0.000243092,21.00312574,0.437565119
2022,150,850,0.330335214,0.255918195,0.374702536,0.166992605,0.318927892,0.187223462,0.214773958,0.438448839,0.377233614,0.239314358,NaN,0.77158023,0.3341319,0.290176849,723.9912379,0.000291626,25.1965197,0.524927494
2022,150,920,0.39846317,0.282231829,0.379013121,0.177750293,0.303635082,0.243363064,0.254962025,0.395087994,0.422981917,0.260692318,NaN,0.808594661,0.356979588,0.310018924,773.4972143,0.000311741,26.93441235,0.561133591
2022,150,950,0.387733562,0.34684687,0.405021629,0.196691411,0.298191849,0.258361512,0.250214571,0.43041777,0.440403746,0.289948215,NaN,0.85782551,0.378332422,0.328562792,819.7641664,0.000330521,28.55704893,0.594938519
2022,150,1020,0.435208996,0.390860331,0.442283014,0.220650074,0.352514059,0.30272548,0.333866542,0.496489333,0.485131213,0.350316137,NaN,0.973528792,0.434870361,0.377663165,942.2695968,0.000380137,32.84385888,0.68424706
2022,150,1050,0.414533398,0.37365016,0.431256038,0.268430213,0.32760613,0.305188465,0.326834947,0.480460453,0.480903175,0.367082712,NaN,0.977436871,0.432125688,0.375279553,936.3224855,0.000377716,32.63469351,0.679889448
2022,150,1120,0.368969507,0.364014462,0.388784734,0.27784309,0.307115498,0.282689946,0.279115215,0.426233054,0.45859317,0.367680927,NaN,0.893094083,0.40128488,0.348495854,869.4971568,0.000350847,30.31318766,0.631524743
2022,150,1150,0.316308657,0.349046829,0.362770332,0.298234478,0.319741649,0.25569766,0.270866531,0.389977176,0.394608359,0.348353389,NaN,0.864888532,0.379135781,0.329260469,821.5048703,0.000331454,28.63766406,0.596618001
2022,150,1220,0.325023308,0.347476426,0.368850213,0.304304312,0.315172142,0.250970528,0.253018853,0.37364385,0.394540615,0.34184255,NaN,0.873254653,0.377099768,0.327492294,817.0932729,0.000329778,28.49277608,0.593599502
2022,150,1250,0.411744456,0.397980147,0.429911842,0.284616507,0.431522681,0.299632578,0.312294064,0.441316947,0.470537102,0.381614341,NaN,1.048597564,0.446342566,0.387626202,967.127373,0.000390768,33.76238462,0.703383013
2022,150,1320,0.478959488,0.47554923,0.459406023,0.403458592,0.417976201,0.37064958,0.350961003,0.499047261,0.510631599,0.406238379,NaN,1.129828923,0.500246025,0.434438661,1083.924458,0.000437937,37.83771366,0.788285701
2022,150,1350,0.461444197,0.473426712,0.364882734,0.403821021,0.361078316,0.379981746,0.324815903,0.482906159,0.469519148,0.372677605,NaN,1.03775965,0.466573926,0.405196126,1010.964335,0.000408532,35.2971256,0.735356783
2022,150,1420,0.451983335,0.46915027,0.365389533,0.389646507,0.441156845,0.38955515,0.341954747,0.479855845,0.449840273,0.360410544,NaN,1.076517977,0.474132821,0.411760648,1027.342817,0.000415203,35.87354982,0.747365621
2022,150,1450,0.402244745,0.405551307,0.360758057,0.38387864,0.337611092,0.34118495,0.309188141,0.428838167,0.379667514,0.318798305,NaN,0.97186866,0.421780871,0.366295597,913.9075152,0.000369237,31.90203719,0.664625775
2022,150,1520,0.370925809,0.375768516,0.31995459,0.353591946,0.30305395,0.31747492,0.269331944,0.376275442,0.334709419,0.290952293,NaN,0.924564896,0.385145793,0.334479864,834.5272607,0.000337187,29.13294693,0.606936394
2022,150,1550,0.332891332,0.340201883,0.318734654,0.356101615,0.271253612,0.281573842,0.261233351,0.340162675,0.310291042,0.267650894,NaN,0.890759646,0.360986777,0.313498966,782.1799211,0.000315978,27.30047223,0.568759838
2022,150,1620,0.281270453,0.295962842,0.278278134,0.32143652,0.223521436,0.237057079,0.232723696,0.293974929,0.256228183,0.230531489,NaN,0.761748113,0.310248443,0.26943526,672.2409746,0.000271564,23.46311682,0.488814934
2022,150,1650,0.213294032,0.225743096,0.223899619,0.265301191,0.181793969,0.178773179,0.189935146,0.220669027,0.191356385,0.174810043,NaN,0.612389582,0.243451388,0.211425358,527.5062681,0.000213072,18.40940886,0.383529351
2022,150,1720,0.168592564,0.163230264,0.159011962,0.223690657,0.147506992,0.135488847,0.137282935,0.158586612,0.135390316,0.130143663,NaN,0.482825605,0.185613674,0.161196195,402.1845074,0.000162293,14.02212063,0.292127513
2022,150,1750,0.117076713,0.111926947,0.102342015,0.161205691,0.107006268,0.096262955,0.09416974,0.104603335,0.090529213,0.094094847,NaN,0.319150845,0.127124415,0.110401198,275.4509901,0.000111157,9.603937244,0.200082026
2022,150,1820,0.110782106,0.104226957,0.115934208,0.150203433,0.113151499,0.082191219,0.097480518,0.079890644,0.085824629,0.088317975,NaN,0.340919845,0.124447548,0.108076473,269.6508011,0.000108834,9.403265333,0.195901361
2022,150,1850,0.112474383,0.098960887,0.131019196,0.147850803,0.108043207,0.079177356,0.099868095,0.070250986,0.085916501,0.096930398,NaN,0.356448184,0.126085454,0.109498913,273.1997872,0.000110253,9.525901819,0.198456288
2022,150,1920,0.093750289,0.083582923,0.122897844,0.131927132,0.096931684,0.070541164,0.097870433,0.05309001,0.071734462,0.089186814,NaN,0.337967201,0.113589087,0.098646443,246.1228743,9.93E-05,8.578860275,0.178726256
2022,150,1950,0.073646663,0.057407306,0.085638071,0.102795127,0.075442612,0.050545613,0.069966836,0.033966448,0.048509565,0.063581748,NaN,0.250790304,0.082935481,0.072025319,179.70317,7.25E-05,6.260981019,0.130437105
2022,150,2020,0.051057397,0.039530298,0.046399819,0.069573991,0.060605634,0.036220389,0.045720008,0.022285784,0.0284601,0.042128805,NaN,0.180183325,0.056560505,0.04911997,122.554326,4.94E-05,4.268462119,0.088926294
2022,150,2050,0.036364976,0.028396134,0.032782734,0.049753475,0.054959132,0.028345262,0.046730259,0.02046345,0.019119714,0.033694731,NaN,0.155064128,0.045970363,0.039922962,99.60778985,4.02E-05,3.469209754,0.072275203
2022,150,2120,0.027489538,0.022705102,0.025111729,0.045109983,0.032776259,0.022666386,0.031818831,0.022067421,0.013070758,0.024323217,NaN,0.114371961,0.034682835,0.030120308,75.15016864,3.03E-05,2.616832611,0.054517346
2022,150,2150,0.021714276,0.01398512,0.018485241,0.045397627,0.040613505,0.0189046,0.032733288,0.013697538,0.010498582,0.021102352,NaN,0.103729282,0.030987401,0.026911008,67.14296591,2.70E-05,2.336580891,0.048678769
2022,150,2220,0.015527188,0.012774763,0.013555209,0.033552359,0.028995316,0.013825158,0.025879911,0.01258961,0.006528908,0.01411993,NaN,0.089091534,0.024221808,0.021035429,52.48339554,2.11E-05,1.825907193,0.038039733
2022,150,2250,0.014209992,0.012254615,0.013195021,0.029282464,0.025161684,0.012632823,0.023010468,0.012410587,0.005437081,0.013112461,NaN,0.077120244,0.021620676,0.018776476,46.84730864,1.89E-05,1.629576296,0.033949506
2022,150,2320,0.014440205,0.011140395,0.01450363,0.028652923,0.024406681,0.012262947,0.02327684,0.013975847,0.005116693,0.012151927,NaN,0.0465683,0.018772399,0.01630289,40.67571034,1.64E-05,1.414729479,0.029473531
2022,150,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,151,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,151,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,151,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,151,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,151,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,151,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,151,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,151,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,151,420,0.001352186,0.000928624,0.001833022,0.006126539,0.011545677,0.001054535,0.004280945,0.001056036,0.000357244,0.001157,NaN,0.018495349,0.004380651,0.003804376,9.491918398,3.82E-06,0.329866338,0.006872215
2022,151,450,0.001683561,0.000850298,0.002682419,0.009349413,0.015062363,0.001150421,0.007434228,0.004682294,0.000369754,0.001107017,NaN,0.029247478,0.006692659,0.005812239,14.50153731,5.83E-06,0.503934436,0.010498634
2022,151,520,0.000872668,0.000248997,0.002583718,0.007556856,0.020966904,0.000339079,0.010177968,0.004239794,0.000556646,0.000558476,NaN,0.015315901,0.005765182,0.005006773,12.49189756,5.02E-06,0.434073382,0.009043195
2022,151,550,0.001007652,0.000605047,0.003311039,0.006523005,0.032924329,0.00096535,0.01314022,0.005174762,0.000793473,0.002423765,NaN,0.023779205,0.008240713,0.007156647,17.85583547,7.18E-06,0.620646776,0.012930141
2022,151,620,0.00099337,0.000403245,0.002035118,0.001194368,0.020761289,0.000880008,0.009204289,0.006123626,0.001027829,0.002345663,NaN,0.024469081,0.006312535,0.005482121,13.67789207,5.51E-06,0.47563478,0.009909058
2022,151,650,0.001359013,0.000979159,0.005784333,0.000805117,0.029128057,0.000812808,0.011470213,0.004253146,0.003780045,0.006707392,NaN,0.0462211,0.010118217,0.008787165,21.92397761,8.83E-06,0.762849228,0.015892692
2022,151,720,0.011925148,0.012373234,0.030419122,0.012843278,0.031511009,0.003365047,0.025300939,0.009843958,0.015751314,0.025256984,NaN,0.097492958,0.025098454,0.021796752,54.38289687,2.19E-05,1.893723717,0.039452577
2022,151,750,0.037788338,0.031374818,0.089486803,0.057715748,0.086333072,0.010876415,0.068210952,0.021786964,0.039141818,0.064392753,NaN,0.25976421,0.069715626,0.060544536,151.0586167,6.09E-05,5.261929193,0.109623525
2022,151,820,0.098176504,0.088377272,0.203965621,0.110395492,0.15204459,0.031458542,0.126610075,0.087252345,0.098554387,0.130503383,NaN,0.47419482,0.145593912,0.126441033,315.4703769,0.000127274,10.99645777,0.22909287
2022,151,850,0.150786074,0.144713053,0.29279118,0.164047908,0.209184945,0.055286741,0.174595946,0.119623815,0.164916957,0.170868983,NaN,0.64793578,0.208613762,0.181170621,452.0207006,0.000182404,15.75970446,0.328327176
2022,151,920,0.244173626,0.211234219,0.347679039,0.191383926,0.286988464,0.12727584,0.312755106,0.226223595,0.256621222,0.240006219,NaN,0.760234905,0.291325105,0.253001288,631.2382131,0.000254969,22.02933275,0.458944432
2022,151,950,0.364399137,0.346220935,0.445882177,0.314887092,0.35943791,0.235570775,0.358649684,0.397021773,0.429848311,0.340102266,NaN,1.060686548,0.422973328,0.367331187,916.491311,0.000370312,31.99498776,0.666562245
2022,151,1020,0.402140337,0.437846889,0.499633232,0.321492388,0.470838777,0.308003444,0.467207969,0.498157196,0.483808271,0.394680171,NaN,1.068948356,0.486614275,0.422600167,1054.387418,0.00042671,36.86770598,0.768077208
2022,151,1050,0.406563455,0.404787482,0.45945834,0.346868833,0.4083989,0.348466636,0.423064494,0.552787532,0.483325377,0.384800475,NaN,1.087501227,0.482365705,0.418910496,1045.181688,0.000422933,36.54137893,0.761278728
2022,151,1120,0.416936693,0.443651419,0.468203403,0.317920037,0.471850556,0.39530511,0.439285018,0.588178451,0.508625125,0.417077002,NaN,1.226648753,0.517607415,0.44951616,1121.542819,0.000454416,39.26155206,0.817949001
2022,151,1150,0.400162548,0.436319637,0.43648035,0.308850421,0.454584142,0.40835159,0.406984503,0.578411041,0.491849491,0.420743095,NaN,1.158500371,0.500112472,0.434322676,1083.635077,0.000439328,37.95797509,0.790791148
2022,151,1220,0.427811054,0.461550244,0.455854522,0.352375847,0.422814183,0.442701339,0.400252915,0.607326904,0.523898878,0.426367239,NaN,1.350993467,0.533813327,0.463590183,1156.657508,0.000469228,40.54128195,0.844610041
2022,151,1250,0.456027967,0.491938867,0.464988545,0.362173288,0.492167994,0.480943743,0.420902071,0.637072575,0.521968546,0.424299399,NaN,1.481696193,0.566743563,0.492188447,1228.010175,0.000498437,43.06499255,0.897187345
2022,151,1320,0.482936779,0.521325962,0.431262525,0.399480345,0.589634431,0.505701406,0.470749002,0.619935483,0.5324565,0.423849047,NaN,1.50547243,0.58934581,0.511817369,1276.984335,0.000518693,44.81508379,0.933647579
2022,151,1350,0.504234506,0.559953653,0.327251613,0.467174389,0.614184998,0.579992244,0.5298451,0.54732775,0.569657563,0.447676588,NaN,1.678896447,0.620563168,0.538928083,1344.625568,0.000546779,47.24167091,0.984201477
2022,151,1420,0.348145978,0.415089865,0.307939058,0.337306151,0.572856674,0.494543482,0.384726437,0.538796079,0.435387224,0.358067836,NaN,1.367165992,0.505456798,0.438963956,1095.21507,0.000445121,38.45844849,0.801217677
2022,151,1450,0.380526619,0.444345211,0.306067403,0.396857791,0.436934144,0.482886343,0.255952956,0.508108676,0.444292081,0.36632236,NaN,1.429595677,0.495626296,0.430426657,1073.91451,0.000436736,37.73398389,0.786124664
2022,151,1520,0.361325441,0.432829403,0.29788274,0.361860754,0.550735799,0.452542541,0.282116261,0.498740023,0.46599135,0.358733143,NaN,1.241780392,0.482230713,0.418793263,1044.889191,0.000425129,36.73111845,0.765231634
2022,151,1550,0.418456932,0.486347359,0.289784827,0.44603807,0.685594021,0.581214155,0.453713231,0.551358757,0.63745625,0.455701749,NaN,1.571142188,0.597891595,0.519238955,1295.501193,0.000527503,45.57621759,0.949504533
2022,151,1620,0.306426364,0.367390163,0.28058177,0.447939373,0.411983363,0.457966498,0.377819156,0.447813389,0.476313997,0.390311078,NaN,1.57052482,0.503188179,0.436993774,1090.299466,0.000443556,38.32324346,0.798400905
2022,151,1650,0.297731165,0.347017543,0.278738212,0.547925672,0.546271764,0.398653455,0.472649972,0.436769458,0.42328143,0.37801932,NaN,1.595784714,0.520258428,0.451818432,1127.286987,0.000458974,39.65531731,0.826152444
2022,151,1720,0.364630411,0.301309173,0.245025007,0.315381901,0.477829405,0.359333233,0.319765946,0.363932333,0.339476035,0.379810273,NaN,1.521570244,0.45346036,0.39380765,982.5500865,0.000399994,34.55947674,0.719989099
2022,151,1750,0.285797789,0.260326952,0.204973983,0.212185677,0.310428752,0.303083589,0.251043895,0.301508308,0.278413752,0.388678362,NaN,1.264353201,0.369163115,0.320599707,799.8962687,0.000325639,28.13522037,0.586150424
2022,151,1820,0.256565194,0.203891688,0.169819508,0.186165083,0.247425046,0.235019231,0.200168181,0.220857543,0.194640529,0.354581678,NaN,1.077121802,0.304205044,0.26418687,659.1462416,0.00026823,23.17507149,0.482813989
2022,151,1850,0.167866615,0.146515684,0.126637309,0.160176038,0.197195304,0.167161784,0.151793871,0.154770098,0.119411313,0.238595643,NaN,0.952626771,0.234795494,0.203908146,508.7508255,0.000206884,17.87481552,0.37239199
2022,151,1920,0.128376107,0.094711063,0.082985142,0.143852986,0.143462093,0.106038633,0.103070367,0.100993018,0.069748939,0.142712945,NaN,0.744259126,0.169110038,0.146863613,366.4247133,0.000148869,12.86224505,0.267963438
2022,151,1950,0.084880609,0.056803976,0.050701656,0.117795717,0.105125362,0.073071065,0.067859941,0.081515656,0.044675452,0.089219755,NaN,0.570054099,0.121973026,0.105927475,264.2890492,0.000107259,9.267143356,0.193065487
2022,151,2020,0.0559918,0.034736095,0.01907266,0.119536742,0.033615644,0.047150192,0.031559531,0.062324286,0.027160546,0.054078608,NaN,0.3923802,0.079782391,0.069287018,172.8711089,7.01E-05,6.055277548,0.126151616
2022,151,2050,0.044253292,0.02140941,0.015037039,0.131298683,0.008884115,0.032637543,0.019482599,0.033088988,0.018418866,0.039638355,NaN,0.295741161,0.059990005,0.05209832,129.9853074,5.26E-05,4.542146827,0.094628059
2022,151,2120,0.028673906,0.00854995,0.012100482,0.112276914,0.015834433,0.017848242,0.018554111,0.007612983,0.00816649,0.025730606,NaN,0.198983071,0.041302835,0.035869447,89.49427076,3.61E-05,3.121691118,0.065035232
2022,151,2150,0.023106446,0.004840224,0.003720995,0.114190864,0.01719439,0.013844326,0.010302983,0.001581408,0.002650922,0.018637647,NaN,0.1749132,0.034998491,0.03039444,75.83412722,3.06E-05,2.64364549,0.055075948
2022,151,2220,0.014685419,0.003423423,0.003961689,0.078614299,0.008844188,0.008190148,0.003051143,0,0.001245599,0.010822922,NaN,0.072996102,0.018712266,0.016250668,40.54541605,1.64E-05,1.412909021,0.029435605
2022,151,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,151,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,151,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,152,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,152,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,152,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,152,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,152,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,152,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,152,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,152,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,152,420,0.014688244,0.002620272,0.011073294,0.05780004,0.019574933,0.00785776,0.020377604,0.010021785,0.001309906,0.0092788,NaN,0.044272398,0.018079549,0.015701184,39.17445421,1.57E-05,1.358095568,0.028293658
2022,152,450,0.018868809,0.005609328,0.014036959,0.088622278,0.025319508,0.012799153,0.017919858,0.022013006,0.002162957,0.01379801,NaN,0.052226055,0.024852356,0.021583029,53.84965729,2.16E-05,1.866765681,0.038890952
2022,152,520,0.013867344,0.003390859,0.010593756,0.070911059,0.038358331,0.007725371,0.026237571,0.016167545,0.002057958,0.010666123,NaN,0.049574551,0.022686406,0.019702009,49.1565134,1.97E-05,1.704586347,0.035512216
2022,152,550,0.005262141,0.00105949,0.003591892,0.053504971,0.041200703,0.003299561,0.010674493,0.017522426,0.000562947,0.004515357,NaN,0.020502217,0.014699655,0.012765915,31.85095784,1.28E-05,1.105425881,0.023029706
